headline,date,doc_type,material_type,section,keywords
Can Trump Still Shock Us?,2019-11-14,article,Op-Ed,,"['United States Politics and Government', 'Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry', 'United States International Relations', 'Impeachment']"
"In a Chaotic World, Dungeons & Dragons Is Resurgent",2019-11-13,article,News,,"['Games', 'Books and Literature', 'Web-Original Programming', 'Computer and Video Games', 'Hobbies']"
What It’s Like to Watch TV Replicate Your Home,2019-11-15,article,News,,"['Real Estate and Housing (Residential)', 'Television']"
"Before ‘The Crown,’ Revelations About the Actual Crown",2019-11-14,article,News,,"['Fashion and Apparel', 'Politics and Government', 'Royal Families', 'Television', 'Books and Literature', 'your-feed-fashion']"
Trump and His Party of Pollution,2019-11-14,article,Op-Ed,,"['Greenhouse Gas Emissions', 'United States Politics and Government', 'AIR POLLUTION', 'Global Warming', 'Environment', 'Regulation and Deregulation of Industry']"
"American-Born Woman Who Joined ISIS Is Not a Citizen, Judge Rules",2019-11-14,article,News,,"['Refugees and Displaced Persons', 'Diplomatic Immunity', 'Citizenship and Naturalization', 'Decisions and Verdicts']"
Impeachment Hearing: A ‘Have You No Sense of Decency?’ Moment,2019-11-15,article,Letter,,"['Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry', 'United States Politics and Government']"
‘No.’,2019-11-13,article,News,,[]
"What’s Going On in This Graph? | Nov. 20, 2019",2019-11-14,article,News,,[]
Dueling Camps Vie for Control of Venezuela’s Embassy in Brazil,2019-11-13,article,News,,"['Diplomatic Service, Embassies and Consulates']"
How Deval Patrick and Michael Bloomberg Could Alter the 2020 Race,2019-11-15,article,News,,"['Presidential Election of 2020', 'Primaries and Caucuses']"
Anything Goes in Berlin’s Clubs. But Are Bouncers Killing the Vibe?,2019-11-14,article,News,,"['Bars and Nightclubs', 'Parties (Social)']"
Family to Get $10 Million After Death of Man Left in Jail Cell With a Broken Neck,2019-11-14,article,News,,"['Prisons and Prisoners', 'Suits and Litigation (Civil)']"
Meeting the Brother Who Can’t Remember Her,2019-11-15,article,Review,,['Books and Literature']
"A Brilliant Thanksgiving Strategy: Make Sides Quickly, or Ahead",2019-11-15,article,News,,"['Cooking and Cookbooks', 'Thanksgiving Day', 'Vegetables', 'Cauliflower', 'Brussels Sprouts']"
"After Reports of Astros’ Cheating, M.L.B. Is Left to Restore Trust",2019-11-14,article,News,,"['Baseball', 'Cheating']"
Cody Bellinger and Mike Trout Win M.V.P. Awards,2019-11-14,article,News,,"['Baseball', 'Awards, Decorations and Honors']"
How a City Fought Runaway Capitalism and Won,2019-11-15,article,Op-Ed,,"['Shopping and Retail', 'Blacks', 'Black People', 'Supermarkets and Grocery Stores']"
Capitalism on Trial in Chile,2019-11-15,article,News,,['Capitalism (Theory and Philosophy)']
"With ‘The Crown,’ a ‘Secret Weapon’ Could Become Not So Secret",2019-11-13,article,News,,"['Television', 'ACTORS AND ACTRESSES']"
How a Fast-Rising Opera Singer Prepared for Her Met Debut,2019-11-13,article,News,,"['Opera', 'Music', 'Basketball', 'Theater']"
Will New Candidates Shake Up the 2020 Race?,2019-11-14,article,Op-Ed,,"['United States Politics and Government', 'Presidential Election of 2020', 'Conservatism (US Politics)', 'Primaries and Caucuses', 'States (US)', 'Voting and Voters', 'Polls and Public Opinion', 'Liberalism (US Politics)']"
The Mystery of the Tiny Twin Towers,2019-11-15,article,briefing,,"['World Trade Center (Manhattan, NY)', 'September 11 (2001)', 'Art', 'Buildings (Structures)', 'Podcasts']"
Embassy Official Confirms Trump Asked About Ukraine Investigation,2019-11-15,article,News,,"['Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry', 'United States International Relations', 'United States Politics and Government', 'Impeachment']"
How Narwhal the ‘Unicorn’ Puppy May Have Grown a Tail on His Head,2019-11-15,article,News,,"['Dogs', 'Veterinary Medicine', 'ANATOMY AND PHYSIOLOGY', 'Birth Defects', 'your-feed-science']"
Will Streaming Kill the Art of Cinema or Grant It New Life?,2019-11-15,article,News,,"['Movies', 'Video Recordings, Downloads and Streaming']"
Fed Chair Paints Rosy Economic Picture but Says Risks Remain,2019-11-13,article,News,,"['United States Economy', 'Federal Budget (US)', 'Interest Rates', 'United States Politics and Government', 'Banking and Financial Institutions', 'Gross Domestic Product', 'Inflation (Economics)', 'Labor and Jobs']"
How to Move Abroad,2019-11-15,article,News,,"['Americans Abroad', 'Language and Languages', 'Visas', 'Computers and the Internet']"
Here’s a List of School Shootings in 2019,2019-11-14,article,News,,"['School Shootings and Armed Attacks', 'Murders, Attempted Murders and Homicides', 'Education (K-12)', 'Colleges and Universities']"
What’s on TV Friday: Santa Claus and Sonny Liston,2019-11-15,article,News,,"['Television', 'Movies']"
"After Its Merger, Gannett Will Be the Largest Newspaper Publisher in the U.S.",2019-11-14,article,News,,"['Newspapers', 'Mergers, Acquisitions and Divestitures', 'News and News Media']"
"Impeachment, Cleveland Browns, Narwhal: Your Friday Evening Briefing",2019-11-15,article,briefing,,[]
6 Classical Music Concerts to See in N.Y.C. This Weekend,2019-11-14,article,News,,"['Classical Music', 'Opera']"
"State Dept. Career Employee Was Targeted as ‘Loyalist’ to Democrats, Inquiry Shows",2019-11-14,article,News,,"['United States International Relations', 'United States Politics and Government', 'Government Employees', 'Diplomatic Service, Embassies and Consulates', 'Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry']"
"Impeachment, Hong Kong, Tom Hanks: Your Wednesday Evening Briefing",2019-11-13,article,briefing,,[]
"Impeachment Hearings, Ukraine, Denmark: Your Thursday Briefing",2019-11-14,article,briefing,,[]
‘The Hottest August’ Review: Ordinary New Yorkers Facing Extreme Heat,2019-11-14,article,Review,,"['Documentary Films and Programs', 'Eclipses']"
‘We’re Just So Angry’: Australians Protest Police Killing of Aboriginal Teenager,2019-11-14,article,News,,"['Police Brutality, Misconduct and Shootings', 'Demonstrations, Protests and Riots', 'Indigenous Australians', 'your-feed-theheadlines-australia']"
"Girl, 5, Is 6th Child Killed by Stray Bullet in Rio de Janeiro This Year",2019-11-13,article,News,,"['Murders, Attempted Murders and Homicides', 'Drug Abuse and Traffic', 'Gun Control', 'Gangs']"
How to Build a 2020 Campaign in Less Than 90 Days: Deval Patrick Edition,2019-11-14,article,News,,"['Presidential Election of 2020', 'Campaign Finance', 'Primaries and Caucuses']"
"T Suggests: After-Dark Accessories, a Mike Kelley Show and More",2019-11-15,article,News,,"['Art', 'Fashion and Apparel', 'Interior Design and Furnishings']"
"Rick Ludwin, NBC Executive Who Championed ‘Seinfeld,’ Dies at 71",2019-11-13,article,Obituary (Obit),,"['Television', 'Comedy and Humor', 'Deaths (Obituaries)']"
NASA Renames Object After Uproar Over Old Name’s Nazi Connotations,2019-11-13,article,News,,"['Names, Geographical', 'Holocaust and the Nazi Era', 'New Horizons (Spacecraft)', 'Space and Astronomy', 'Solar System']"
Jordan Brings Pugnacious Style to Impeachment Defense of Trump,2019-11-15,article,News,,['Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry']
"Pushed From Hungary, University Created by Soros Shifts to Vienna",2019-11-15,article,News,,['Colleges and Universities']
How We’re Watching Impeachment,2019-11-14,article,News,,"['Presidential Election of 2020', 'Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry']"
9 Dance Performances to See in N.Y.C. This Weekend,2019-11-14,article,News,,['Dancing']
Pneumonic Plague Is Diagnosed in China,2019-11-13,article,News,,"['Plague', 'Respiratory Diseases']"
"Roger Stone Lied to Protect Trump, Prosecutors Argue at Trial",2019-11-13,article,News,,"['Russian Interference in 2016 US Elections and Ties to Trump Associates', 'Presidential Election of 2016', 'United States Politics and Government', 'Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry', 'Lying']"
‘Your Face Is Burning.’ How It Feels to Photograph Australia’s Fires,2019-11-15,article,briefing,,"['Fires and Firefighters', 'Photography', 'Flame Retardants', 'Wildfires']"
FAFSA Says How Much You Can Pay for College. It’s Often Wrong.,2019-11-15,article,News,,"['Financial Aid (Education)', 'Colleges and Universities', 'Families and Family Life', 'Income', 'Personal Finances']"
I’m a Police Chief. We Need to Change How Officers View Their Guns.,2019-11-13,article,Op-Ed,,"['Police', 'Firearms', 'Police Brutality, Misconduct and Shootings', 'Mental Health and Disorders']"
Netflix to Amend Maps After Complaint From Poland,2019-11-14,article,News,,"['Documentary Films and Programs', 'Television', 'Holocaust and the Nazi Era', 'Maps', 'Concentration Camps']"
Help! Renting a Vehicle Through Europcar Drove Me Crazy!,2019-11-15,article,News,,"['Travel and Vacations', 'Customer Relations', 'Insurance']"
"Networking at 35,000 Feet",2019-11-13,article,News,,"['AIRLINES AND AIRPLANES', 'Women and Girls', 'your-feed-selfcare', 'your-feed-longreads']"
Policing the ‘Churro Ladies’ in the Subway,2019-11-13,article,briefing,,"['Food Trucks and Vendors', 'Food', 'Documentary Films and Programs', 'Parkour (Sport)']"
Rep. Peter King’s Exit Highlights the G.O.P.’s Suburban Problem,2019-11-13,article,News,,"['Suburbs', 'Politics and Government', 'Elections, House of Representatives', 'Presidential Election of 2020']"
"Hamlin Fights Off One Rival, but Has Three More to Beat",2019-11-15,article,News,,['Automobile Racing']
Rough Transcript of Trump’s First Phone Call With Ukrainian Leader Released,2019-11-15,article,News,,['Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry']
7 Podcasts for the Movie Buff,2019-11-15,article,News,,"['Movies', 'Podcasts']"
‘I Lost My Body’ Review: The Quest of a Severed Hand,2019-11-14,article,Review,,"['Movies', 'ANIMATED FILMS']"
Republicans’ Best Defense Is a Bad Offense,2019-11-14,article,Editorial,,"['Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry', 'United States Politics and Government']"
"Santa Clarita, Nancy Pelosi, ‘The Crown’: Your Thursday Evening Briefing",2019-11-14,article,briefing,,"['Santa Clarita, Calif, Shooting (2019)', 'School Shootings and Armed Attacks', 'Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry']"
His 22-Pound Cat Was Too Fat to Fly. So He Called In an Understudy.,2019-11-13,article,News,,"['AIRLINES AND AIRPLANES', 'Cats', 'Pets']"
Langston Hughes on James Baldwin’s ‘Notes of a Native Son’,2019-11-15,article,News,,"['Books and Literature', 'Writing and Writers']"
House Hunting in … Kenya,2019-11-13,article,News,,['Real Estate and Housing (Residential)']
Devin Nunes Is Danielle Steel,2019-11-15,article,Op-Ed,,"['Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry', 'United States Politics and Government', 'Impeachment']"
Our Schools Can’t Solve the Problems of Our Rigid Workweek,2019-11-14,article,Op-Ed,,"['Working Hours', 'Education (K-12)', 'Children and Childhood', 'United States Economy', 'Child Care', 'United States Politics and Government']"
"Podcasts About Impeachment, Mr. Rogers and a Purring Cat: What’s New",2019-11-13,article,News,,"['Podcasts', 'Impeachment']"
James Wiseman Drops Lawsuit Against Memphis and the N.C.A.A. and Will Sit,2019-11-14,article,News,,"['Basketball (College)', 'Coaches and Managers', 'Suits and Litigation (Civil)']"
"Why Do I Eat Pigs, and Give My Dog Her Own Cowboy Hat?",2019-11-13,article,Op-Ed,,"['Woodpeckers', 'Squirrels', 'Dogs', 'Birds', 'Vegetarianism']"
Ethnic Rifts in Bolivia Burst Into View With Fall of Evo Morales,2019-11-15,article,News,,"['Politics and Government', 'Indigenous People', 'Discrimination', 'Appointments and Executive Changes', 'Demonstrations, Protests and Riots', 'Race and Ethnicity']"
Her Lifestyle Brands Include Gwyneth Paltrow and Lady Gaga,2019-11-15,article,News,,['Celebrities']
Lesson of the Day: ‘‘I Have Waited 68 Years to See This’: How Honor Flights Help Veterans Reflect’,2019-11-15,article,News,,[]
Put the Vandalized Emmett Till Signs in Museums,2019-11-14,article,Op-Ed,,"['Monuments and Memorials (Structures)', 'Vandalism', 'Signs and Signage', 'Blacks', 'Black People', 'Hate Crimes', 'Museums']"
Jacob deGrom Wins Second Straight Cy Young Award,2019-11-13,article,News,,"['Baseball', 'Awards, Decorations and Honors', 'Cy Young Award']"
Where Wild Turkeys Are So Bold They Knock on the Door for Food,2019-11-13,article,News,,"['Turkeys', 'Thanksgiving Day']"
Cleaning Up After My Brother’s Fatal Overdose,2019-11-15,article,News,,"['Drug Abuse and Traffic', 'Fentanyl', 'Opioids and Opiates', 'Methamphetamines', 'Families and Family Life']"
Hong Kong Students Ready Bows and Arrows for Battles With Police,2019-11-14,article,News,,"['Hong Kong Protests (2019)', 'Colleges and Universities']"
Colin Kaepernick Has Not Been Told Who Will Attend His Workout,2019-11-14,article,News,,"['Football', 'Free Agents (Sports)']"
The Tropical Conclave Where Politicians and Lobbyists Go to Make Deals,2019-11-14,article,News,,"['Politics and Government', 'Lobbying and Lobbyists', 'State Legislatures', 'Hispanic-Americans']"
Ithaca-SUNY Cortland Rivalry Leads to Division III Attendance Record,2019-11-15,article,News,,['Football (College)']
‘Radioflash’ Review: The Hills Have Spies,2019-11-14,article,Review,,['Movies']
Kodak Black Sentenced to Nearly 4 Years in Prison,2019-11-13,article,News,,"['Music', 'Rap and Hip-Hop', 'Firearms']"
"Zeke Bratkowski, Packer Quarterback but Not a Starr, Dies at 88",2019-11-13,article,Obituary (Obit),,"['Football', 'Deaths (Obituaries)']"
Trump’s Choice: National Security or Political Obsession,2019-11-14,article,News,,"['Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry', 'United States International Relations', 'United States Defense and Military Forces', 'Diplomatic Service, Embassies and Consulates']"
Inside Hong Kong’s Battle-Ready Campuses,2019-11-15,article,News,,"['Hong Kong Protests (2019)', 'Colleges and Universities', 'Demonstrations, Protests and Riots']"
"Hong Kong, Australia Fires, Llamas: Your Friday Briefing",2019-11-14,article,briefing,,[]
"Iran Abruptly Raises Fuel Prices, and Protests Erupt",2019-11-15,article,News,,"['Oil (Petroleum) and Gasoline', 'Rationing and Allocation of Resources', 'Embargoes and Sanctions']"
‘The Report’ Review: Inconvenient Truths,2019-11-14,article,Review,,['Movies']
Jamaica: A Small Nation With an Outsize Global Influence,2019-11-13,article,Review,,"['Books and Literature', 'Track and Field', 'Reggae Music']"
Word + Quiz: callow,2019-11-15,article,News,,[]
The Week in Tech: Algorithmic Bias Is Bad. Uncovering It Is Good.,2019-11-15,article,News,,"['Data-Mining and Database Marketing', 'Computers and the Internet', 'Electronic Health Records', 'Discrimination', 'Regulation and Deregulation of Industry', 'Artificial Intelligence', 'Libra (Currency)', 'Privacy']"
"An Illegal Gas Line, a Deadly Explosion and Now Guilty Verdicts",2019-11-15,article,News,,"['Decisions and Verdicts', 'East Village Explosion (March 2015)', 'Murders, Attempted Murders and Homicides', 'Natural Gas', 'Plumbing']"
5 Cheap(ish) Things for Throwing a Party in a Small Space,2019-11-14,article,News,,[]
"I’m No Doctor, but My Sister Definitely Has Autism",2019-11-14,article,News,,"['Customs, Etiquette and Manners']"
